,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
PI3P4K_pos,34.0,0.008658008658008658,2.0725871182477946,0.027356785609212793,PI3P4K,phosphatidylinositol 3-phosphate 4-kinase,Inositol phosphate metabolism,2996,2.7.1.68,PI4K2A; PI4KA; PI4KB; PIP5K1A; PIP5K1B; PIP5K1C,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-) [c]
PI4K2A; PI4KA; PI4KB; PIP5K1A; PIP5K1B; PIP5K1C",4.0
PI3P5K_pos,32.0,0.025974025974025976,1.8010633975425712,0.05113881883391865,PI3P5K,phosphatidylinositol 3-phosphate 5-kinase,Inositol phosphate metabolism,2998,2.7.1.68,PIP5K1A; PIP5K1B; PIP5K1C,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [c]
PIP5K1A; PIP5K1B; PIP5K1C",2.0
PI45P3K_pos,34.0,0.008658008658008658,2.0926266417475907,0.027356785609212793,PI45P3K,"phosphatidylinositol 4,5-bisphosphate 3-kinase",Inositol phosphate metabolism,2999,2.7.1.153,HCST; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5,"1.00 * ATP [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-) [c]
HCST; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5",4.0
PI45P5P_pos,33.0,0.015151515151515152,2.024991183191445,0.03587530451844748,PI45P5P,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase",Inositol phosphate metabolism,3002,3.1.3.36,INPP5B; INPP5E; OCRL; SYNJ1; SYNJ2,"1.00 * Water [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) [c]
INPP5B; INPP5E; OCRL; SYNJ1; SYNJ2",4.0
PI45PLC_pos,24.0,0.3939393939393939,0.5463818155440561,0.4522313077868633,PI45PLC,"phosphatidylinositol 4,5-bisphosphate phospholipase C",Inositol phosphate metabolism,3004,3.1.4.11,PLCB1; PLCB2; PLCB3; PLCB4; PLCD1; PLCD3; PLCD4; PLCE1; PLCG1; PLCG2; PLCH1; PLCH2; PLCL1; PLCXD2; PLCZ1,"1.00 * Water [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c] --> 1.00 * proton [c] + 1.00 * diglyceride [c] + 1.00 * 1D-myo-inositol 1,4,5-trisphosphate(6-) [c]
PLCB1; PLCB2; PLCB3; PLCB4; PLCD1; PLCD3; PLCD4; PLCE1; PLCG1; PLCG2; PLCH1; PLCH2; PLCL1; PLCXD2; PLCZ1",4.0
PI4P3K_pos,34.0,0.008658008658008658,2.1113753705151463,0.027356785609212793,PI4P3K,phosphatidylinositol 4-phosphate 3-kinase,Inositol phosphate metabolism,3006,2.7.1.68,HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-) [c]
HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5",4.0
PI4P5K_pos,33.0,0.015151515151515152,2.0249911831915313,0.03587530451844748,PI4P5K,phosphatidylinositol 4-phosphate 5-kinase,Glycerophospholipid metabolism,3009,2.7.1.68,PIKFYVE; PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c]
PIKFYVE; PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C",4.0
PI5P4K_pos,34.0,0.008658008658008658,2.1190070855835947,0.027356785609212793,PI5P4K,phosphatidylinositol-5-phosphate 4-kinase,Inositol phosphate metabolism,3016,2.7.1.149,PI4K2A; PI4KA; PI4KB,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c]
PI4K2A; PI4KA; PI4KB",4.0
PIK3_pos,33.0,0.015151515151515152,2.0723754675343318,0.03587530451844748,PIK3,phosphatidylinositol 3-kinase,Inositol phosphate metabolism,3019,2.7.1.137,HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c]
HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5",4.0
PIK3er_pos,9.0,0.17965367965367965,-0.4545441345262365,0.231465914660689,PIK3er,"phosphatidylinositol 3-kinase, endoplasmic reticulum",Inositol phosphate metabolism,3020,2.7.1.137,PIK3C2B,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [r]
PIK3C2B",4.0
PIK4_pos,34.0,0.008658008658008658,2.1190070855836916,0.027356785609212793,PIK4,phosphatidylinositol 4-kinase,Glycerophospholipid metabolism,3022,2.7.1.67,PI4K2A; PI4KA; PI4KB,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) [c]
PI4K2A; PI4KA; PI4KB",4.0
PIPLC_pos,14.0,0.5887445887445888,-0.6421425908617604,0.6443817938689304,PIPLC,phosphatidylinositol phospholipase C,Inositol phosphate metabolism,3026,3.1.4.3,PLCB1; PLCB2; PLCB3; PLCB4; PLCD1; PLCD3; PLCD4; PLCE1; PLCG1; PLCG2; PLCH1; PLCH2; PLCL1; PLCXD2; PLCZ1,"1.00 * Water [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * proton [c] + 1.00 * diglyceride [c] + 1.00 * 1D-myo-inositol 1-phosphate(2-) [c]
PLCB1; PLCB2; PLCB3; PLCB4; PLCD1; PLCD3; PLCD4; PLCE1; PLCG1; PLCG2; PLCH1; PLCH2; PLCL1; PLCXD2; PLCZ1",4.0
PIPLCn_pos,12.0,0.3939393939393939,-0.4520440955093151,0.4522313077868633,PIPLCn,"phosphatidylinositol phospholipase C, nucleus",Inositol phosphate metabolism,3027,3.1.4.3,PLCB1,"1.00 * Water [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [n] --> 1.00 * proton [n] + 1.00 * diglyceride [n] + 1.00 * 1D-myo-inositol 1-phosphate(2-) [n]
PLCB1",4.0
PLA2_2_pos,30.0,0.06493506493506493,1.2632904499958582,0.10654457717729711,PLA2_2,phospholipase A2,Glycerophospholipid metabolism,3035,3.1.1.4,PLA2G12A; PLA2G2A; PLA2G2F; PLA2G3; PLA2G4A; PLA2G4B; PLA2G4E; PLA2G5; PLA2G6,"1.00 * Water [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * proton [c] + 1.00 * R total 2 position [c] + 1.00 * lysophosphatidylcholine [c]
PLA2G12A; PLA2G2A; PLA2G2F; PLA2G3; PLA2G4A; PLA2G4B; PLA2G4E; PLA2G5; PLA2G6",4.0
PLA2_2e_pos,32.0,0.025974025974025976,1.483005215527888,0.05113881883391865,PLA2_2e,phospholipase A2,Glycerophospholipid metabolism,3036,3.1.1.4,PLA2G10; PLA2G12A; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G2E; PLA2G2F; PLA2G5,"1.00 * Water [e] + 1.00 * Phosphatidylcholine [e] --> 1.00 * proton [e] + 1.00 * lysophosphatidylcholine [e] + 1.00 * R total 2 position [e]
PLA2G10; PLA2G12A; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G2E; PLA2G2F; PLA2G5",4.0
PMEVKx_pos,35.0,0.004329004329004329,3.3295945317236906,0.018489166126961405,PMEVKx,phosphomevalonate kinase,Cholesterol metabolism,3039,2.7.4.2,PMVK,"1.00 * ATP [x] + 1.00 * (R)-5-phosphonatomevalonate(3-) [x] --> 1.00 * ADP [x] + 1.00 * (R)-5-Diphosphomevalonate [x]
PMVK",4.0
PNP_neg,31.0,0.04112554112554113,1.659110547025191,0.07481446260093551,PNP,purine-nucleoside phosphorylase,NAD metabolism,3045,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * N-Ribosylnicotinamide [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PPAP_pos,33.0,0.015151515151515152,1.7770968725953784,0.03587530451844748,PPAP,phosphatidic acid phosphatase,Triacylglycerol synthesis,3056,3.1.3.4,PLPP1; PLPP2; PLPP3,"1.00 * Water [c] + 1.00 * phosphatidate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * diglyceride [c]
PLPP1; PLPP2; PLPP3",4.0
PPBNGS_pos,33.0,0.015151515151515152,1.973839804272095,0.03587530451844748,PPBNGS,porphobilinogen synthase,Heme synthesis,3059,4.2.1.24,ALAD,"2.00 * 5-Amino-4-oxopentanoate [c] --> 2.00 * Water [c] + 1.00 * proton [c] + 1.00 * Porphobilinogen [c]
ALAD",4.0
PPCOACm_pos,26.0,0.24025974025974026,0.9489966160876036,0.29451048010370046,PPCOACm,"Propionyl-CoA carboxylase, mitochondrial","Valine, leucine, and isoleucine metabolism",3061,6.4.1.3,PCCA; PCCB,"1.00 * Propanoyl-CoA [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * (S)-methylmalonyl-CoA(5-) [m]
PCCA; PCCB",4.0
PPCOAOm_pos,31.0,0.04112554112554113,1.5049785414687864,0.07481446260093551,PPCOAOm,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial",Propanoate metabolism,3062,1.3.99.3,ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,"1.00 * Propanoyl-CoA [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * acryloyl-CoA(4-) [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",4.0
PPDOx_pos,31.0,0.04112554112554113,1.390609679523934,0.07481446260093551,PPDOx,"Propane-1,2-diol:NAD+ 1-oxidoreductase",Pyruvate metabolism,3064,1.1.1.21,AKR7A5,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR7A5",4.0
PPDOy_pos,29.0,0.09307359307359307,1.5987900312682597,0.14338840646532955,PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",Pyruvate metabolism,3065,1.1.1.21,AKR1A1; AKR1B3; AKR7A5,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR1A1; AKR1B3; AKR7A5",4.0
PPPGOm_pos,33.0,0.015151515151515152,1.973839804272095,0.03587530451844748,PPPGOm,"protoporphyrinogen oxidase, mitochondrial",Heme synthesis,3074,1.3.3.4,PPOX,"3.00 * O2 [m] + 2.00 * Protoporphyrinogen IX [m] --> 6.00 * Water [m] + 2.00 * Protoporphyrin [m]
PPOX",2.0
PRGNLONESULT_pos,22.0,0.5887445887445888,0.35449975545013573,0.6443817938689304,PRGNLONESULT,steroid sulfotransferase,Steroid metabolism,3081,2.8.2.2,SULT1A1; SULT2A1; SULT2B1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * pregnenolone [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * pregnenolone sulfate [c]
SULT1A1; SULT2A1; SULT2B1",4.0
PROD2_pos,30.0,0.06493506493506493,1.7079893138754603,0.10654457717729711,PROD2,Proline dehydrogenase,Arginine and Proline Metabolism,3090,1.5.99.8,PRODH2,"1.00 * Flavin adenine dinucleotide oxidized [c] + 1.00 * L-proline [c] --> 1.00 * proton [c] + 1.00 * Flavin adenine dinucleotide reduced [c] + 1.00 * 1-Pyrroline-5-carboxylate [c]
PRODH2",2.0
PROD2m_pos,26.0,0.24025974025974026,0.4431303590083631,0.29451048010370046,PROD2m,Proline dehydrogenase (m),Arginine and Proline Metabolism,3091,1.5.99.8,PRODH,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * L-proline [m] --> 1.00 * proton [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 1-Pyrroline-5-carboxylate [m]
PRODH",2.0
PRPNCOAHYDm_pos,31.0,0.04112554112554113,1.505170368597667,0.07481446260093551,PRPNCOAHYDm,Propenoyl-CoA hydrolase (m),beta-Alanine metabolism,3108,4.2.1.17,AUH; ECHS1; EHHADH; HADHA; HADHB,"1.00 * Water [m] + 1.00 * acryloyl-CoA(4-) [m] --> 1.00 * 3-hydroxypropanoyl-CoA(4-) [m]
AUH; ECHS1; EHHADH; HADHA; HADHB",1.0
PSERT_pos,32.0,0.025974025974025976,1.8748849299754815,0.05113881883391865,PSERT,phosphoserine transaminase,"Glycine, serine, alanine and threonine metabolism",3114,2.6.1.52,PSAT1,"1.00 * L-glutamate(1-) [c] + 1.00 * 3-phosphonatooxypyruvate(3-) [c] --> 1.00 * proton [c] + 1.00 * 2-Oxoglutarate [c] + 1.00 * O-Phospho-L-serine [c]
PSAT1",4.0
PSP_L_pos,32.0,0.025974025974025976,1.8748849299754815,0.05113881883391865,PSP_L,phosphoserine phosphatase (L-serine),"Glycine, serine, alanine and threonine metabolism",3117,3.1.3.3,PSPH,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * O-Phospho-L-serine [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * L-serine [c]
PSPH",4.0
PSSA1_hs_neg,7.0,0.09307359307359307,-1.4585883181265775,0.14338840646532955,PSSA1_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid metabolism,3118,2.7.8.8,PTDSS1,"1.00 * L-serine [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * Choline [c] + 1.00 * phosphatidylserine [c]
PTDSS1",4.0
PSSA1_hs_pos,19.0,0.9372294372294373,-0.257110431542799,0.9521502117881079,PSSA1_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid metabolism,3118,2.7.8.8,PTDSS1,"1.00 * L-serine [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * Choline [c] + 1.00 * phosphatidylserine [c]
PTDSS1",4.0
PSSA2_hs_neg,32.0,0.025974025974025976,1.7695891545297633,0.05113881883391865,PSSA2_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid metabolism,3119,2.7.8.8,PTDSS2,"1.00 * L-serine [c] + 1.00 * phosphatidylethanolamine [c] --> 1.00 * etha[c] [c] + 1.00 * phosphatidylserine [c]
PTDSS2",4.0
PSSA2_hs_pos,13.0,0.48484848484848486,-0.6439265131509418,0.5426201492226251,PSSA2_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid metabolism,3119,2.7.8.8,PTDSS2,"1.00 * L-serine [c] + 1.00 * phosphatidylethanolamine [c] --> 1.00 * etha[c] [c] + 1.00 * phosphatidylserine [c]
PTDSS2",4.0
PTDCACRNCPT1_pos,28.0,0.13203463203463203,1.482645937728103,0.17882093631157303,PTDCACRNCPT1,carnitine fatty-acyl transferase,Fatty acid oxidation,3121,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * pentadecanoyl Coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * pendtadenoyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
PTRCOX1_pos,30.0,0.06493506493506493,1.3570508135402883,0.10654457717729711,PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),Arginine and Proline Metabolism,3133,1.4.3.6,AOC1; AOC2; AOC3,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Putrescine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 4-Aminobutanal [c]
AOC1; AOC2; AOC3",2.0
PUNP1_neg,35.0,0.004329004329004329,2.712086908463772,0.018489166126961405,PUNP1,purine-nucleoside phosphorylase (Adenosine),Nucleotide interconversion,3134,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Adenosine [c] --> 1.00 * Adenine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP1_pos,34.0,0.008658008658008658,2.3039993619816195,0.027356785609212793,PUNP1,purine-nucleoside phosphorylase (Adenosine),Nucleotide interconversion,3134,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Adenosine [c] --> 1.00 * Adenine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP2_neg,34.0,0.008658008658008658,2.3084203504021907,0.027356785609212793,PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),Purine catabolism,3135,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Adenine [c]
PNP2",4.0
PUNP2_pos,35.0,0.004329004329004329,3.1008726208354673,0.018489166126961405,PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),Purine catabolism,3135,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Adenine [c]
PNP2",4.0
PUNP3_neg,34.0,0.008658008658008658,2.119482712865046,0.027356785609212793,PUNP3,purine-nucleoside phosphorylase (Guanosine),Purine catabolism,3136,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Guanosine [c] --> 1.00 * Guanine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP3_pos,33.0,0.015151515151515152,1.7252913362536901,0.03587530451844748,PUNP3,purine-nucleoside phosphorylase (Guanosine),Purine catabolism,3136,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Guanosine [c] --> 1.00 * Guanine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP4_neg,34.0,0.008658008658008658,2.156607993294344,0.027356785609212793,PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),Purine catabolism,3137,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyguanosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Guanine [c]
PNP2",4.0
PUNP4_pos,35.0,0.004329004329004329,3.074294521508804,0.018489166126961405,PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),Purine catabolism,3137,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyguanosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Guanine [c]
PNP2",4.0
PUNP5_neg,33.0,0.015151515151515152,1.728106811872664,0.03587530451844748,PUNP5,purine-nucleoside phosphorylase (Inosine),Purine catabolism,3138,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Inosine [c] --> 1.00 * Hypoxanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP5_pos,34.0,0.008658008658008658,2.305081550090467,0.027356785609212793,PUNP5,purine-nucleoside phosphorylase (Inosine),Purine catabolism,3138,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Inosine [c] --> 1.00 * Hypoxanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP6_pos,36.0,0.0021645021645021645,3.1604601304128255,0.014494593198296903,PUNP6,purine-nucleoside phosphorylase (Deoxyinosine),Purine catabolism,3139,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyinosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Hypoxanthine [c]
PNP2",4.0
PUNP7_neg,33.0,0.015151515151515152,1.7252913362536901,0.03587530451844748,PUNP7,purine-nucleoside phosphorylase (Xanthosine),Nucleotide interconversion,3140,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * xanthosine [c] --> 1.00 * Xanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PUNP7_pos,26.0,0.24025974025974026,0.7787316186251827,0.29451048010370046,PUNP7,purine-nucleoside phosphorylase (Xanthosine),Nucleotide interconversion,3140,3.4.2.1,PNP2,"1.00 * hydrogenphosphate [c] + 1.00 * xanthosine [c] --> 1.00 * Xanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",4.0
PYNP2r_neg,35.0,0.004329004329004329,2.9853159912100193,0.018489166126961405,PYNP2r,pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine catabolism,3156,2.4.2.2,UPP1; UPP2,"1.00 * hydrogenphosphate [c] + 1.00 * Uridine [c] --> 1.00 * uracil [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
UPP1; UPP2",4.0
PYNP2r_pos,34.0,0.008658008658008658,2.379276274130658,0.027356785609212793,PYNP2r,pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine catabolism,3156,2.4.2.2,UPP1; UPP2,"1.00 * hydrogenphosphate [c] + 1.00 * Uridine [c] --> 1.00 * uracil [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
UPP1; UPP2",4.0
RDH1_neg,34.0,0.008658008658008658,1.6767790912690548,0.027356785609212793,RDH1,retinol dehydrogenase (all-trans),Vitamin A metabolism,3176,1.1.1.105,RDH16F1; RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * retinal [c]
RDH16F1; RDH5",4.0
RDH1_pos,34.0,0.008658008658008658,2.0322425824747063,0.027356785609212793,RDH1,retinol dehydrogenase (all-trans),Vitamin A metabolism,3176,1.1.1.105,RDH16F1; RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * retinal [c]
RDH16F1; RDH5",4.0
RDH1a_pos,34.0,0.008658008658008658,1.6767790912690548,0.027356785609212793,RDH1a,"retinol dehydrogenase (all-trans,NADPH)",Vitamin A metabolism,3177,1.1.1.105,RDH10; RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * retinal [c]
RDH10; RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5",4.0
RDH2_neg,32.0,0.025974025974025976,1.980598959547764,0.05113881883391865,RDH2,"retinol dehydrogenase (9-cis,NADH)",Vitamin A metabolism,3178,1.1.1.105,RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 9-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * all-trans-retinal [c]
RDH5",4.0
RDH2_pos,34.0,0.008658008658008658,2.0322425824747063,0.027356785609212793,RDH2,"retinol dehydrogenase (9-cis,NADH)",Vitamin A metabolism,3178,1.1.1.105,RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 9-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * all-trans-retinal [c]
RDH5",4.0
RDH2a_pos,32.0,0.025974025974025976,1.9805989595477684,0.05113881883391865,RDH2a,"retinol dehydrogenase (9-cis,NADPH)",Vitamin A metabolism,3179,1.1.1.105,RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 9-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * all-trans-retinal [c]
RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5",4.0
RDH3_neg,32.0,0.025974025974025976,1.980598959547764,0.05113881883391865,RDH3,"retinol dehydrogenase (11-cis,NADH)",Vitamin A metabolism,3180,1.1.1.105,RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH5",4.0
RDH3_pos,34.0,0.008658008658008658,2.0322425824747063,0.027356785609212793,RDH3,"retinol dehydrogenase (11-cis,NADH)",Vitamin A metabolism,3180,1.1.1.105,RDH5,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH5",4.0
RDH3a_pos,32.0,0.025974025974025976,1.9805989595477684,0.05113881883391865,RDH3a,"retinol dehydrogenase (11-cis,NADPH)",Vitamin A metabolism,3181,1.1.1.105,RDH11; RDH12; RDH13; RDH14; SDR16C5,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH11; RDH12; RDH13; RDH14; SDR16C5",4.0
